Duração Entrevista;Data;Idioma;Idade;Genero;Dem_edu;Quantidade Educação Escolar;Tempo Trabalho;Pais;Dem_Expat;Cidade;Status Relacionamento;Filhos ou Dependentes;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1292;08/05/2020 18:22;PT-BR;41;Female;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;SP;Married/cohabiting;0;No;Life carries on with minor changes;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;05/05/2020 10:33;PT-BR;42;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;NA;Married/cohabiting;2;Yes;Isolated;1;2;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3990;01/05/2020 10:22;PT-BR;62;Female;College degree, bachelor, master;Up to 12 years of school;Retired;Brazil;no;RJ;Married/cohabiting;2;Yes;Isolated;2;0;NA;Program D;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;30/04/2020 17:14;PT-BR;63;Female;Some College, short continuing education or equivalent;Some College or equivalent;Retired;Brazil;yes;Sao paulo;Divorced/widowed;5;Yes;Life carries on with minor changes;5;2;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1163;29/04/2020 16:07;PT-BR;46;Female;College degree, bachelor, master;Up to 9 years of school;Full time employed;Brazil;no;Sp;Married/cohabiting;3;Yes;Isolated;2;1;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2474;30/04/2020 14:58;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;São Paulo;Single;0;Yes;Isolated;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28293;29/04/2020 19:26;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;SP;Single;0;Yes;Isolated;3;1;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1153;29/04/2020 11:37;PT-BR;33;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;São Paulo;Single;0;Yes;Life carries on with minor changes;1;0;Program B;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;30/04/2020 11:12;PT-BR;21;Female;College degree, bachelor, master;College degree;Part time employed;Brazil;no;São Paulo;Single;0;Yes;Isolated;2;0;NA;Program C;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
679;30/04/2020 11:17;PT-BR;27;Male;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;MS;Single;0;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017;29/04/2020 10:51;PT-BR;40;Female;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;1;1;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2739;29/04/2020 11:10;PT-BR;59;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;SÃO PAULO;Divorced/widowed;1;Yes;Life carries on with minor changes;0;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3904;29/04/2020 11:00;PT-BR;26;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;MS;Single;0;Yes;Life carries on with minor changes;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6790;29/04/2020 10:40;PT-BR;26;Female;College degree, bachelor, master;College degree;Student;Brazil;no;Tocantins;Single;0;Yes;Isolated;1;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;30/04/2020 08:36;PT-BR;40;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Life carries on as usual;1;1;Program B;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
569;30/04/2020 08:32;PT-BR;35;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;SP;Single;0;Yes;Life carries on with minor changes;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85044;30/04/2020 07:59;PT-BR;32;Female;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Life carries on with minor changes;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;30/04/2020 08:36;PT-BR;25;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;SP;Single;0;Yes;Isolated;4;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
969;29/04/2020 08:25;SAR;24;Female;PhD/Doctorate;Some College or equivalent;Full time employed;Brazil;yes;Sao Paulo;Single;0;Yes;Isolated;0;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4525;29/04/2020 09:12;PT-BR;27;Female;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;São Paulo;Single;0;Yes;Isolated;0;0;Program B;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701;29/04/2020 08:14;PT-BR;24;Female;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;SP;Single;0;Yes;Isolated;2;0;NA;Program D;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3470;29/04/2020 08:07;PT-BR;24;Female;College degree, bachelor, master;Some College or equivalent;Student;Brazil;no;MG - Minas Gerais;Single;0;Yes;Isolated;3;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1333;29/04/2020 07:08;PT-BR;39;Female;PhD/Doctorate;Up to 12 years of school;Part time employed;Brazil;no;Rio de Janeiro;Single;2;Yes;Isolated;3;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2043;29/04/2020 00:21;PT-BR;18;Male;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;SÃO PAULO;Single;0;Yes;Isolated;2;1;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865;28/04/2020 22:28;PT-BR;26;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1178;28/04/2020 16:11;PT-BR;55;Male;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;29/04/2020 15:38;PT-BR;30;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;yes;rio de janeiro;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;NA;Program D;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10162;29/04/2020 15:35;PT-BR;30;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;yes;rio de janeiro;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800;28/04/2020 12:58;PT-BR;27;Female;College degree, bachelor, master;College degree;Student;Brazil;yes;RJ;Single;0;Yes;Isolated;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11380;28/04/2020 15:54;PT-BR;27;Female;College degree, bachelor, master;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;1;NA;Program D;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1083;28/04/2020 13:02;PT-BR;27;Female;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;RJ;Single;0;Yes;Isolated;1;1;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1448;28/04/2020 13:08;PT-BR;35;Female;College degree, bachelor, master;Up to 12 years of school;Part time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;1;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1488;28/04/2020 12:29;PT-BR;30;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
748;28/04/2020 06:42;PT-BR;37;Female;PhD/Doctorate;PhD/Doctorate;Full time employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Isolated;1;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
779;29/04/2020 04:34;PT-BR;32;Male;PhD/Doctorate;Some College or equivalent;Self-employed;Brazil;no;SP;Married/cohabiting;1;Yes;Isolated;1;1;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
922;27/04/2020 18:43;PT-BR;44;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Sao Paulo;Married/cohabiting;4;Yes;Life carries on with minor changes;2;2;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
735;28/04/2020 18:35;PT-BR;41;Male;PhD/Doctorate;PhD/Doctorate;Full time employed;Brazil;no;SP;Married/cohabiting;3;Yes;Isolated;2;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702;27/04/2020 18:19;PT-BR;43;Male;PhD/Doctorate;Up to 6 years of school;Full time employed;Brazil;no;São Paulo;Married/cohabiting;2;Yes;Isolated;3;0;NA;Program C;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1498;27/04/2020 16:17;PT-BR;21;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;São Paulo;Married/cohabiting;0;Yes;Isolated;1;0;Program B;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;28/04/2020 14:02;PT-BR;53;Female;College degree, bachelor, master;None;Full time employed;Brazil;no;NA;Married/cohabiting;2;Yes;Isolated;3;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4266;27/04/2020 13:46;PT-BR;27;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Mato Grosso do Sul;Single;0;Yes;Life carries on with minor changes;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7604;27/04/2020 12:31;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;1;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2812;27/04/2020 10:48;PT-BR;23;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1201;27/04/2020 10:18;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;RJ;Single;0;No;Isolated;4;0;Program B;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
743;26/04/2020 22:34;PT-BR;29;Female;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de janeiro;Single;0;Yes;Life carries on with minor changes;1;0;NA;Program D;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
915;26/04/2020 19:55;PT-BR;21;Male;Some College, short continuing education or equivalent;Some College or equivalent;Not employed;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;Program A;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1198;26/04/2020 15:40;PT-BR;19;Male;Up to 12 years of school;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;4;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;27/04/2020 14:35;PT-BR;19;Male;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102;26/04/2020 14:47;PT-BR;19;Male;Some College, short continuing education or equivalent;PhD/Doctorate;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;Program A;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1628;26/04/2020 14:34;PT-BR;55;Female;College degree, bachelor, master;Up to 6 years of school;Self-employed;Brazil;no;SP;Married/cohabiting;1;Yes;Isolated;3;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;27/04/2020 11:36;PT-BR;19;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Not employed;Brazil;no;SP;Other or would rather not say;3;Yes;Life carries on with minor changes;2;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;26/04/2020 11:47;PT-BR;45;Female;College degree, bachelor, master;Up to 9 years of school;Full time employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Life carries on with minor changes;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387;26/04/2020 11:33;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;São Paulo;Single;0;Yes;Life carries on with minor changes;4;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1383;27/04/2020 11:33;PT-BR;18;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Not employed;Brazil;no;São Paulo;Single;0;Yes;Life carries on with minor changes;2;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1012;26/04/2020 11:26;PT-BR;33;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;São Paulo;Divorced/widowed;0;No;Isolated;0;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5522;27/04/2020 12:41;PT-BR;21;Female;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;São Paulo;Single;0;Not sure;Isolated;0;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1253;26/04/2020 11:30;PT-BR;19;Male;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Goiás;Single;0;Yes;Life carries on with minor changes;6;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1629;26/04/2020 11:36;PT-BR;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;SP;Single;0;Yes;Life carries on with minor changes;3;0;NA;Program C;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7454;26/04/2020 13:13;PT-BR;20;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;SP;Single;0;Yes;Life carries on with minor changes;1;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1345;26/04/2020 08:06;PT-BR;55;Male;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;NA;Married/cohabiting;1;Yes;Isolated;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
