Duração Entrevista;Data;Idioma;Idade;Genero;Dem_edu;Quantidade Educação Escolar;Tempo Trabalho;Pais;Dem_Expat;Cidade;Status Relacionamento;Filhos ou Dependentes;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
745;01/04/2020 20:37;PT-BR;30;Female;College degree, bachelor, master;Up to 6 years of school;Not employed;Brazil;no;RS;Single;2;Yes;Isolated;2;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82298;01/04/2020 19:10;PT-BR;24;Male;College degree, bachelor, master;College degree;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1014;31/03/2020 19:56;PT-BR;29;Male;College degree, bachelor, master;College degree;Self-employed;Brazil;no;RS;Single;0;Yes;Isolated;3;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2230;31/03/2020 20:06;EN;25;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;4;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1009;31/03/2020 19:44;PT-BR;56;Female;College degree, bachelor, master;Up to 6 years of school;Retired;Brazil;no;RS;Divorced/widowed;2;Yes;Isolated;4;0;NA;Program C;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1528;31/03/2020 19:50;PT-BR;42;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Rio grande do sul;Married/cohabiting;1;Yes;Life carries on with minor changes;NA;NA;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1940;31/03/2020 19:54;PT-BR;52;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;No;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1372;31/03/2020 19:43;PT-BR;44;Female;College degree, bachelor, master;Up to 12 years of school;Not employed;Brazil;no;Rio de J;Married/cohabiting;0;Yes;Isolated;1;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;31/03/2020 19:25;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;2;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1366;31/03/2020 19:25;PT-BR;24;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;RS;Single;0;Yes;Isolated;3;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
908;01/04/2020 19:07;PT-BR;69;Female;PhD/Doctorate;Some College or equivalent;Retired;Brazil;no;RJ;Married/cohabiting;0;Yes;Isolated;5;0;Program A;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1416;31/03/2020 19:05;PT-BR;24;Male;Up to 12 years of school;Up to 12 years of school;Not employed;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650;01/04/2020 18:52;PT-BR;26;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RS;Single;0;Yes;Isolated;1;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161;31/03/2020 18:53;PT-BR;19;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1632;31/03/2020 19:00;PT-BR;55;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Isolated;4;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1970;01/04/2020 19:03;PT-BR;26;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Rio de janeiro;Married/cohabiting;1;Yes;Isolated;1;1;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1196;31/03/2020 18:47;PT-BR;18;Female;Up to 12 years of school;Up to 6 years of school;Self-employed;Brazil;no;NA;Single;3;Not sure;Life carries on with minor changes;2;0;NA;Program D;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;01/04/2020 18:19;PT-BR;22;Male;College degree, bachelor, master;Some College or equivalent;Not employed;Brazil;no;Rio de janeiro;Single;0;Yes;Isolated;2;0;Program A;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
834;31/03/2020 18:27;PT-BR;34;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;RJ;Married/cohabiting;2;Yes;Isolated;1;2;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1589;31/03/2020 18:39;PT-BR;58;Female;College degree, bachelor, master;Some College or equivalent;Not employed;Brazil;no;Rio de Janeiro;Divorced/widowed;3;Yes;Life carries on with minor changes;3;0;Program B;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1356;31/03/2020 18:35;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1145;31/03/2020 18:30;PT-BR;20;Female;Up to 12 years of school;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2691;31/03/2020 18:54;PT-BR;28;Female;College degree, bachelor, master;PhD/Doctorate;Student;Brazil;yes;São Paulo;Single;0;Yes;Isolated;3;0;NA;Program C;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1065;31/03/2020 18:25;PT-BR;43;Male;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Sp;Married/cohabiting;1;Yes;Life carries on with minor changes;2;1;Program B;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;01/04/2020 17:58;PT-BR;25;Male;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;no;Rio de Janeiro;Single;0;No;Isolated;2;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;01/04/2020 17:35;PT-BR;23;Female;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
693;31/03/2020 17:38;PT-BR;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
773;31/03/2020 17:25;PT-BR;22;Female;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635;31/03/2020 17:14;PT;42;Male;PhD/Doctorate;College degree;Full time employed;Brazil;no;Pára;Married/cohabiting;1;Yes;Isolated;0;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1722;31/03/2020 17:30;FR;40;Male;College degree, bachelor, master;College degree;Part time employed;Brazil;yes;Brasilia;Married/cohabiting;0;Yes;Isolated;1;0;NA;Program D;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930;31/03/2020 16:46;PT-BR;34;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Life carries on with minor changes;1;1;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1111;31/03/2020 16:47;PT-BR;23;Male;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;01/04/2020 16:28;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Part time employed;Brazil;yes;paraiba;Single;4;No;Life carries on with minor changes;5;2;NA;Program C;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
929;31/03/2020 16:41;PT-BR;24;Male;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7045;31/03/2020 18:08;PT-BR;20;Female;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3121;31/03/2020 16:57;PT-BR;32;Male;PhD/Doctorate;College degree;Part time employed;Brazil;no;Paraiba;Single;0;Yes;Isolated;4;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;01/04/2020 15:57;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;5;1;Program B;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1258;31/03/2020 16:22;PT-BR;51;Female;PhD/Doctorate;College degree;Full time employed;Brazil;no;Rio Grande do Sul;Married/cohabiting;1;Yes;Life carries on as usual;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1096;31/03/2020 16:03;PT-BR;22;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
529;01/04/2020 15:53;PT-BR;18;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1373;31/03/2020 16:04;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA;Program D;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;31/03/2020 16:14;PT-BR;35;Male;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;01/04/2020 15:50;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Not employed;Brazil;no;Rio de janeiro;Single;0;Yes;Life carries on with minor changes;NA;NA;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;01/04/2020 15:43;PT-BR;24;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;NA;3;0;Program A;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;31/03/2020 16:05;PT-BR;22;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;yes;Rio de Janeiro;Single;0;No;Isolated;2;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
687;31/03/2020 15:45;PT-BR;28;Male;PhD/Doctorate;Up to 9 years of school;Full time employed;Brazil;no;Bahia;Single;0;Yes;Isolated;0;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
456;01/04/2020 15:37;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de janeiro;Single;0;Yes;Life carries on with minor changes;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
956;01/04/2020 15:47;PT-BR;21;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Minas Gerais;Single;0;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1291;31/03/2020 15:42;PT-BR;23;Male;Some College, short continuing education or equivalent;Some College or equivalent;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;10;1;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17795;01/04/2020 20:12;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Part time employed;Brazil;no;Rj;Single;0;Yes;Life carries on with minor changes;3;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
881;31/03/2020 15:28;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;1;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
717;01/04/2020 15:26;PT-BR;34;Male;College degree, bachelor, master;Up to 9 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;2;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
878;31/03/2020 15:28;PT-BR;21;Male;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
932;31/03/2020 15:29;PT-BR;23;Male;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;No;Life carries on with minor changes;4;1;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;01/04/2020 15:18;PT-BR;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;2;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
889;31/03/2020 15:25;PT-BR;24;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;rio de janeiro;Single;0;Yes;Isolated;2;0;NA;Program C;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;01/04/2020 15:12;PT-BR;24;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rj;Single;0;Yes;Isolated;4;0;NA;Program D;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
786;01/04/2020 15:17;PT-BR;23;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA;Program C;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859;31/03/2020 15:18;PT-BR;24;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;0;No;Isolated;1;0;Program B;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040;31/03/2020 15:20;PT-BR;27;Female;College degree, bachelor, master;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
548;31/03/2020 15:10;PT-BR;22;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
