PARTICIPANTES;ID_PESQUISA;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;Scale_PSS10_UCLA_1;Scale_PSS10_UCLA_2;Scale_PSS10_UCLA_3;Scale_PSS10_UCLA_4;Scale_PSS10_UCLA_5;Scale_PSS10_UCLA_6;Scale_PSS10_UCLA_7;Scale_PSS10_UCLA_8;Scale_PSS10_UCLA_9;Scale_PSS10_UCLA_10;Scale_SLON_1;Scale_SLON_2;Scale_SLON_3;OECD_people_1;OECD_people_2;OECD_insititutions_1;OECD_insititutions_2;OECD_insititutions_3;OECD_insititutions_4;OECD_insititutions_5;OECD_insititutions_6;Corona_concerns_1;Corona_concerns_2;Corona_concerns_3;Corona_concerns_4;Corona_concerns_5;Trust_countrymeasure;Compliance_1;Compliance_2;Compliance_3;Compliance_4;Compliance_5;Compliance_6;born_92;experience_war;experience_war_TXT;war_injury;loss_during_war;time_spent_in_war;time_spent_in_war_TXT;Scale_UCLA_TRI_1;Scale_UCLA_TRI_2;Scale_UCLA_TRI_3;Scale_UCLA_TRI_4;PS_PTSD_1;PS_PTSD_2;PS_PTSD_3;PS_PTSD_4;PS_PTSD_5;BFF_15_1;BFF_15_2;BFF_15_3;BFF_15_4;BFF_15_5;BFF_15_6;BFF_15_7;BFF_15_8;BFF_15_9;BFF_15_10;BFF_15_11;BFF_15_12;BFF_15_13;BFF_15_14;BFF_15_15;Expl_Distress_1;Expl_Distress_2;Expl_Distress_3;Expl_Distress_4;Expl_Distress_5;Expl_Distress_6;Expl_Distress_7;Expl_Distress_8;Expl_Distress_9;Expl_Distress_10;Expl_Distress_11;Expl_Distress_12;Expl_Distress_13;Expl_Distress_14;Expl_Distress_15;Expl_Distress_16;Expl_Distress_17;Expl_Distress_18;Expl_Distress_19;Expl_Distress_20;Expl_Distress_21;Expl_Distress_22;Expl_Distress_23;Expl_Distress_24;Expl_Distress_txt;SPS_1;SPS_2;SPS_3;SPS_4;SPS_5;SPS_6;SPS_7;SPS_8;SPS_9;SPS_10;Expl_Coping_1;Expl_Coping_2;Expl_Coping_3;Expl_Coping_4;Expl_Coping_5;Expl_Coping_6;Expl_Coping_7;Expl_Coping_8;Expl_Coping_9;Expl_Coping_10;Expl_Coping_11;Expl_Coping_12;Expl_Coping_13;Expl_Coping_14;Expl_Coping_15;Expl_Coping_16;Expl_coping_txt;Expl_media_1;Expl_media_2;Expl_media_3;Expl_media_4;Expl_media_5;Expl_media_6;Final_open;PSS10_avg;SLON3_avg;neu;ext;ope;agr;con;SPS_avg;Scale_UCLA_TRI_avg
636;88813;1377;02/04/2020 06:42;PT;23;Female;Some College, short continuing education or equivalent;College degree;Self-employed;Brazil;no;São Paulo;Single;3;Yes;Isolated;3;0;NA;Program D;No;4;4;4;3;3;3;2;1;3;3;4;2;2;4;8;0;2;NA;1;10;NA;6;6;6;6;6;3;6;6;NA;2;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;3;5;2;5;5;6;6;4;4;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.6;266.666.666.666.667;433.333.333.333.333;3;566.666.666.666.667;4;4;NA;NA
637;89184;1394;01/04/2020 06:23;PT-BR;20;Male;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;Program A;NA;Yes;2;4;1;3;4;3;3;1;2;4;3;1;1;6;8;2;2;2;7;9;5;5;5;4;5;6;3;5;5;4;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;6;5;2;6;5;4;3;6;4;3;5;5;99;4;99;4;2;2;4;6;1;4;6;4;4;4;5;5;4;3;3;3;3;1;5;1;NA;4;5;4;4;4;3;5;4;5;3;2;1;4;1;4;4;5;5;4;4;2;4;3;4;4;2;NA;4;5;5;2;4;2;NA;2.9;166.666.666.666.667;333.333.333.333.333;533.333.333.333.333;5;466.666.666.666.667;333.333.333.333.333;4.1;NA
638;89821;1927;01/04/2020 06:00;PT-BR;57;Female;College degree, bachelor, master;Up to 9 years of school;Self-employed;Brazil;no;Rj;Single;3;Yes;Isolated;3;0;NA;Program C;Not sure;2;2;3;5;5;2;5;4;1;2;1;1;5;8;8;5;5;5;5;10;8;5;5;5;6;5;5;5;5;5;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;5;5;5;5;3;4;2;5;5;4;2;5;3;4;2;2;5;2;2;5;2;NA;5;3;4;5;2;5;2;2;2;2;2;1;5;2;NA;5;5;5;5;5;5;5;5;5;5;4;2;5;2;5;5;3;5;5;3;5;5;5;5;5;5;NA;5;4;3;4;5;5;NA;1.7;233.333.333.333.333;233.333.333.333.333;4;4;5;466.666.666.666.667;5;NA
639;90349;1272;01/04/2020 05:25;PT;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;São Paulo;Single;0;Yes;Isolated;1;0;NA;Program D;Not sure;2;4;4;3;3;5;4;2;2;4;2;2;3;6;7;1;3;3;6;7;0;5;5;5;6;6;0;4;5;5;2;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;4;4;5;3;3;4;3;2;5;5;2;6;4;4;4;1;4;3;5;1;2;1;5;4;5;5;5;5;3;3;4;4;2;4;3;6;4;NA;6;5;2;5;3;4;5;6;5;6;3;2;5;2;5;5;4;3;6;4;4;3;4;3;5;3;NA;5;4;6;5;5;2;NA;3.3;233.333.333.333.333;333.333.333.333.333;433.333.333.333.333;333.333.333.333.333;5;233.333.333.333.333;4.7;NA
640;90650;991;01/04/2020 05:06;PT-BR;40;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;Sao Paulo;Single;1;Yes;Isolated;0;0;Program A;NA;Not sure;3;2;2;3;NA;4;5;2;3;2;3;2;3;3;5;3;NA;2;3;8;3;4;5;4;5;4;4;5;5;5;3;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;4;3;2;5;3;5;3;3;2;4;4;5;3;NA;NA;5;5;6;3;1;5;6;6;6;5;5;5;3;3;3;3;5;5;4;3;5;5;NA;2;4;4;NA;5;2;5;5;2;4;3;5;4;5;2;2;1;1;4;4;2;5;3;3;1;5;NA;3;2;4;1;2;2;NA;266.666.666.666.667;266.666.666.666.667;366.666.666.666.667;233.333.333.333.333;366.666.666.666.667;333.333.333.333.333;3;366.666.666.666.667;NA
641;92131;1391;01/04/2020 03:56;FR;36;Male;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;yes;Brésil;Married/cohabiting;1;Yes;Isolated;1;0;Program B;NA;No;3;4;4;5;4;5;4;4;2;2;3;2;4;7;9;1;5;8;6;8;4;4;6;6;6;6;2;6;4;6;4;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;4;4;6;5;2;6;6;6;5;5;6;5;5;5;4;4;5;2;3;2;1;3;99;6;5;5;6;6;3;4;5;4;4;6;6;3;6;5;NA;5;5;6;6;6;6;6;6;4;6;4;5;6;5;5;3;5;5;4;5;3;1;5;5;1;5;NA;4;6;6;2;2;1;Que l'on laisse e une place aux déclarations des negationistes et autres.;2.7;3;433.333.333.333.333;533.333.333.333.333;6;433.333.333.333.333;4;5.6;NA
642;92357;405;02/04/2020 03:23;PT-BR;38;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Isolated;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
643;94506;872;01/04/2020 01:06;PT-BR;37;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Rio de Janeiro;Married/cohabiting;1;No;Isolated;2;0;NA;Program D;No;4;4;5;3;3;3;4;3;4;1;1;1;2;1;3;6;5;4;3;5;5;1;2;2;3;6;10;5;6;6;1;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;3;6;6;4;6;6;6;4;4;6;6;3;5;5;4;4;3;5;6;4;6;99;6;4;3;3;4;6;4;4;2;6;3;2;2;5;99;NA;6;6;6;4;6;5;6;6;5;6;3;3;6;3;6;5;2;3;6;5;4;4;5;5;5;5;NA;2;2;2;3;4;2;NA;3.2;133.333.333.333.333;433.333.333.333.333;5;6;433.333.333.333.333;5;5.6;NA
644;96115;68842;02/04/2020 16:25;PT-BR;21;Other/would rather not say;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;rj;Other or would rather not say;1;Yes;Life carries on with minor changes;1;0;NA;Program C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
645;96158;822;01/04/2020 21:28;PT-BR;30;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Full time employed;Brazil;no;Rio grande do sul;Single;2;Yes;Isolated;3;1;Program B;NA;Yes;3;3;2;3;2;3;4;2;3;2;3;3;3;3;4;2;3;3;4;4;1;3;3;3;3;3;0;6;4;4;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;6;6;6;4;6;5;5;2;5;5;5;3;5;2;4;4;2;5;5;3;4;2;2;5;2;1;5;2;4;3;3;6;5;3;2;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.9;3;166.666.666.666.667;5;533.333.333.333.333;5;466.666.666.666.667;NA;NA
646;96178;1077;31/03/2020 21:23;PT-BR;23;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;2;0;NA;Program D;No;4;3;4;4;1;3;4;3;4;4;1;1;3;8;10;4;6;8;9;10;4;4;6;5;6;6;5;6;6;6;4;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;6;6;1;4;4;4;1;6;6;5;2;6;6;6;99;4;4;1;1;3;99;6;6;6;6;4;1;1;1;1;5;1;4;1;6;1;NA;6;6;6;6;6;6;6;6;6;6;4;1;6;1;6;6;5;6;6;4;2;5;4;6;6;6;NA;1;2;6;2;6;1;NA;3.4;166.666.666.666.667;4;6;4;6;533.333.333.333.333;6;NA
647;96186;310;01/04/2020 21:08;PT-BR;30;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Full time employed;Brazil;no;Rio grande do Sul;Single;2;Yes;Isolated;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
648;96234;1404;31/03/2020 21:13;PT-BR;23;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;Program A;NA;No;3;2;2;4;3;2;4;3;2;1;1;2;2;5;7;6;6;5;3;7;7;4;5;3;6;5;5;6;5;5;4;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;5;5;5;3;4;5;3;2;5;6;4;4;5;4;4;99;4;4;3;99;2;1;6;5;3;4;4;2;1;2;2;4;3;5;1;5;4;NA;6;6;6;6;6;5;6;5;5;6;5;2;4;3;5;4;1;3;4;4;4;3;4;6;2;5;NA;5;3;5;2;4;4;NA;2.2;166.666.666.666.667;166.666.666.666.667;466.666.666.666.667;4;533.333.333.333.333;4;5.7;NA
649;96338;745;01/04/2020 20:37;PT-BR;30;Female;College degree, bachelor, master;Up to 6 years of school;Not employed;Brazil;no;RS;Single;2;Yes;Isolated;2;0;Program B;NA;No;5;5;5;2;1;4;3;2;4;2;3;4;5;4;3;4;6;8;8;8;6;6;6;5;4;2;4;4;4;4;5;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;5;NA;5;4;3;4;3;2;3;4;4;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.1;4;366.666.666.666.667;4;333.333.333.333.333;4;433.333.333.333.333;NA;NA
650;96362;82298;01/04/2020 19:10;PT-BR;24;Male;College degree, bachelor, master;College degree;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;Program B;NA;No;3;3;4;4;2;2;3;1;3;4;2;4;4;7;8;6;4;4;6;9;4;5;6;5;5;5;4;5;4;6;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;4;5;4;4;5;5;4;2;4;5;4;4;3;2;4;99;4;3;4;6;4;99;5;4;5;5;3;2;2;1;4;5;2;5;2;6;2;NA;5;5;5;4;5;5;4;5;4;5;5;2;4;2;4;3;5;5;4;4;2;2;5;5;6;5;NA;4;3;4;4;3;4;NA;3.3;333.333.333.333.333;366.666.666.666.667;4;466.666.666.666.667;466.666.666.666.667;333.333.333.333.333;4.7;NA
651;96548;1014;31/03/2020 19:56;PT-BR;29;Male;College degree, bachelor, master;College degree;Self-employed;Brazil;no;RS;Single;0;Yes;Isolated;3;0;NA;Program D;No;2;2;3;4;3;2;4;3;1;2;3;2;2;6;8;4;6;4;7;9;5;3;4;3;2;2;3;6;5;4;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;4;5;2;6;5;5;4;4;4;5;4;4;4;2;99;2;2;4;1;4;99;4;4;3;3;1;3;2;2;3;2;1;4;1;4;2;NA;5;4;4;6;6;6;6;6;5;6;2;3;4;3;4;2;3;2;4;4;5;2;5;5;1;2;NA;4;5;4;4;1;3;NA;2.2;233.333.333.333.333;333.333.333.333.333;466.666.666.666.667;533.333.333.333.333;366.666.666.666.667;4;5.4;NA
652;96597;2230;31/03/2020 20:06;EN;25;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;4;0;Program A;NA;No;3;5;5;1;2;5;3;1;3;3;3;2;5;4;6;2;5;6;9;9;1;3;6;4;5;5;1;4;2;2;4;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;4;5;2;5;1;6;4;5;3;5;3;6;3;99;6;99;4;3;6;1;6;99;5;4;6;6;99;6;6;3;5;6;5;4;4;6;99;NA;5;5;3;4;5;4;4;6;5;6;3;4;2;4;4;1;1;1;4;3;4;3;3;5;2;4;NA;3;2;5;4;4;3;NA;4.1;333.333.333.333.333;5;3;366.666.666.666.667;333.333.333.333.333;233.333.333.333.333;4.7;NA
653;96604;1009;31/03/2020 19:44;PT-BR;56;Female;College degree, bachelor, master;Up to 6 years of school;Retired;Brazil;no;RS;Divorced/widowed;2;Yes;Isolated;4;0;NA;Program C;Yes;4;4;5;3;NA;3;NA;3;4;3;4;NA;4;4;4;3;3;3;4;4;1;5;5;5;5;NA;4;5;5;5;5;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;4;5;5;5;5;4;5;5;5;5;5;3;5;1;5;5;1;5;5;5;5;1;5;4;5;5;5;5;5;5;5;5;5;5;1;5;5;NA;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;NA;5;5;5;5;5;5;5;NA;5;5;NA;5;5;5;NA;3.625;4;433.333.333.333.333;4;466.666.666.666.667;4;466.666.666.666.667;5;NA
654;96619;1528;31/03/2020 19:50;PT-BR;42;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Rio grande do sul;Married/cohabiting;1;Yes;Life carries on with minor changes;NA;NA;NA;Program D;No;2;2;4;4;2;3;4;3;3;2;3;4;4;6;8;5;4;4;5;8;6;5;6;5;5;5;4;5;4;4;3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;2;4;1;5;2;4;2;4;2;6;2;5;5;2;6;6;2;5;6;1;1;99;5;6;6;6;6;5;4;6;1;2;3;6;5;6;1;NA;6;6;5;6;NA;6;6;6;6;6;5;6;6;6;6;4;1;1;6;6;6;6;6;5;6;4;NA;6;5;5;5;6;1;Preocupação com a violência que pode surgir em função da crise financeira que está se anunciando... Medo excessivo de perder familiares;2.7;366.666.666.666.667;566.666.666.666.667;233.333.333.333.333;266.666.666.666.667;366.666.666.666.667;3;588.888.888.888.889;NA
655;96631;1940;31/03/2020 19:54;PT-BR;52;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;No;Isolated;1;0;NA;Program D;No;3;4;4;4;3;2;5;2;2;3;3;3;4;4;6;4;4;6;7;8;4;6;6;6;6;6;5;5;6;6;6;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;6;6;5;3;5;5;5;1;5;6;4;4;5;5;5;99;99;4;4;3;4;99;6;5;6;6;5;3;4;3;5;6;6;4;4;5;2;NA;5;6;5;5;5;5;4;5;5;6;5;5;5;5;5;5;3;3;5;5;4;5;5;6;5;5;NA;4;3;3;3;4;4;Existe uma insegurança quando o Presidente do país faz discursos na contra mão das recomendações sensatas do ministro da saúde. Também me causa uma certa angústia as teorias de conspiração e informações erradas que leio nas redes sociais. O país estava dividido na época das eleições e nem mesmo uma pandemia conseguiu terminar com essa polarização. Os que votaram por escolha no Presidente acatam tudo o que ele fala como uma verdade absoluta e os que eram a favor do governo anterior ficam o tempo todo procurando formas de desestabilizar as coisas. Nada disso acalma hma nação.;2.8;333.333.333.333.333;166.666.666.666.667;5;5;566.666.666.666.667;4;5.1;NA
656;96645;1372;31/03/2020 19:43;PT-BR;44;Female;College degree, bachelor, master;Up to 12 years of school;Not employed;Brazil;no;Rio de J;Married/cohabiting;0;Yes;Isolated;1;0;NA;NA;NA;4;5;5;3;1;5;3;4;3;5;2;2;2;6;7;1;1;4;5;9;1;6;6;6;6;6;0;5;6;5;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;6;4;5;4;5;5;5;4;4;6;6;6;6;5;6;99;6;4;4;4;6;99;6;6;6;6;6;4;5;3;3;4;2;6;4;6;1;NA;6;6;6;6;6;6;6;6;6;6;1;4;6;4;6;4;1;1;5;5;5;1;5;5;6;1;NA;3;5;5;5;5;1;NA;4;2;233.333.333.333.333;4;5;433.333.333.333.333;433.333.333.333.333;6;NA
657;96703;900;31/03/2020 19:25;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;2;0;Program B;NA;No;3;3;3;3;3;2;2;4;3;1;1;1;3;5;8;NA;5;3;7;8;3;4;6;4;6;6;3;6;5;4;2;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;4;2;6;6;4;2;4;4;5;3;6;5;5;5;2;4;99;4;3;2;1;6;99;5;5;6;6;5;4;1;5;2;1;2;4;1;2;1;NA;6;5;5;6;6;5;6;6;5;6;1;5;5;5;5;5;5;5;5;6;5;1;5;6;6;5;NA;2;2;2;5;2;2;NA;2.7;166.666.666.666.667;5;5;333.333.333.333.333;366.666.666.666.667;4;5.6;NA
658;96740;1366;31/03/2020 19:25;PT-BR;24;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;RS;Single;0;Yes;Isolated;3;0;NA;Program D;No;4;4;3;4;4;3;4;3;3;3;3;2;5;7;8;7;7;8;9;9;8;5;5;5;6;6;4;5;5;6;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;5;5;5;6;4;5;5;2;5;6;5;5;5;99;5;99;6;4;5;5;5;4;6;5;6;6;5;99;5;99;4;2;5;5;6;6;99;NA;6;6;4;5;6;4;5;6;4;6;3;6;6;4;6;6;2;2;6;6;3;2;6;6;6;3;NA;4;4;4;6;4;3;NA;2.9;333.333.333.333.333;333.333.333.333.333;366.666.666.666.667;466.666.666.666.667;533.333.333.333.333;4;5.2;NA
659;96804;908;01/04/2020 19:07;PT-BR;69;Female;PhD/Doctorate;Some College or equivalent;Retired;Brazil;no;RJ;Married/cohabiting;0;Yes;Isolated;5;0;Program A;NA;Yes;NA;2;3;NA;4;1;2;NA;NA;1;1;1;NA;7;7;3;1;9;8;8;0;4;5;5;2;4;0;6;6;6;1;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;4;5;3;2;3;4;5;4;4;4;2;4;5;4;2;2;3;6;4;1;4;99;6;6;6;6;6;3;6;4;3;2;3;6;6;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;5;5;4;NA;1;1;6;4;1;1;4;2;3;1;NA;5;6;6;5;3;3;O que mais impacta e atemorizar é a postura do presidente do país;216.666.666.666.667;1;333.333.333.333.333;433.333.333.333.333;4;366.666.666.666.667;333.333.333.333.333;NA;NA
660;96864;1416;31/03/2020 19:05;PT-BR;24;Male;Up to 12 years of school;Up to 12 years of school;Not employed;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;Program B;NA;No;3;2;5;2;2;3;3;1;4;3;4;3;2;6;7;3;3;4;5;8;2;4;6;6;4;5;5;6;6;6;2;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;2;5;6;4;4;4;5;3;3;5;4;4;4;4;99;99;3;4;4;NA;6;99;4;4;6;6;6;99;3;2;5;2;3;3;2;3;1;NA;4;4;6;3;5;5;3;4;5;4;3;1;4;1;5;4;5;6;4;2;4;3;2;4;1;4;NA;5;5;4;3;4;2;NA;3.6;3;433.333.333.333.333;466.666.666.666.667;433.333.333.333.333;4;366.666.666.666.667;4.3;NA
661;96865;650;01/04/2020 18:52;PT-BR;26;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RS;Single;0;Yes;Isolated;1;0;Program B;NA;No;3;3;4;3;2;3;3;4;3;3;4;3;4;7;8;5;5;8;10;10;6;5;5;5;5;5;5;5;5;4;4;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;3;5;3;4;5;6;6;3;4;6;6;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.1;366.666.666.666.667;533.333.333.333.333;366.666.666.666.667;566.666.666.666.667;466.666.666.666.667;433.333.333.333.333;NA;NA
662;96914;1161;31/03/2020 18:53;PT-BR;19;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;Program A;NA;No;3;2;3;3;3;3;4;4;3;2;2;2;3;6;8;1;1;3;5;5;NA;5;6;5;6;6;0;5;4;3;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;4;4;2;5;4;5;5;3;5;4;4;4;4;2;3;99;3;3;NA;1;2;99;4;4;5;5;5;4;3;2;3;2;4;3;3;4;1;NA;5;5;4;5;5;5;5;5;5;5;2;3;4;4;4;5;6;6;5;4;4;3;4;5;1;2;NA;3;4;3;4;4;4;NA;2.6;233.333.333.333.333;4;266.666.666.666.667;466.666.666.666.667;433.333.333.333.333;366.666.666.666.667;4.9;NA
663;96918;1632;31/03/2020 19:00;PT-BR;55;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Isolated;4;0;NA;Program C;No;3;2;2;4;1;2;4;3;2;2;2;2;NA;5;7;5;6;6;3;3;8;4;5;5;5;5;5;5;6;5;4;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;3;6;6;2;4;5;4;2;4;5;6;1;5;6;2;4;5;5;6;2;5;2;6;4;5;4;5;6;5;2;4;5;2;4;2;6;5;NA;NA;4;6;6;6;NA;6;6;6;6;4;3;6;2;6;6;4;5;5;4;4;4;5;6;6;4;NA;4;4;2;5;4;4;NA;2.5;2;466.666.666.666.667;566.666.666.666.667;433.333.333.333.333;466.666.666.666.667;566.666.666.666.667;5.75;NA
